--------------------------------------------------------------------
TestCaseNum: 2b
Popln_Size: 100
Max_Generations: 500
Mutation_percent: 5
Num_Games: 10
Max_Moves: 200
N_percent: 30
Selection: TS
Crossover: Cross1
--------------------------------------------------------------------

Gen no.	AvgFit	BestCandidate	BestFitness
120	15.307999999999991	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
121	15.374999999999993	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
122	15.321999999999996	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
123	15.161999999999995	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
124	15.148	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
125	15.259999999999991	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
126	15.242	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
127	15.218000000000009	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
128	15.311000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
129	15.365	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
130	15.173000000000007	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
131	15.350000000000005	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
132	15.274000000000003	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
133	15.187000000000005	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
134	15.382000000000014	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
135	15.169000000000004	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
136	15.42100000000001	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
137	15.372000000000003	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
138	15.239999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
139	15.329999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
140	15.553000000000006	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
141	15.217000000000008	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
142	15.302000000000003	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
143	15.370000000000003	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
144	15.262000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
145	15.362000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
146	15.278000000000004	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
147	15.271999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
148	15.37700000000001	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
149	15.480000000000004	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
150	15.225000000000001	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
151	15.284	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
152	15.384999999999993	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
153	15.319999999999993	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
154	15.279999999999989	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
155	15.300999999999997	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
156	15.159999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
157	15.412999999999997	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
158	15.432999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
159	15.356999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
160	15.373999999999993	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
161	15.230999999999996	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
162	15.281999999999993	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
163	15.545999999999992	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
164	15.248	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
165	15.374999999999991	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
166	15.313999999999997	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
167	15.568999999999999	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
168	15.442999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
169	15.402999999999999	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
170	15.402999999999997	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
171	15.26199999999999	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
172	15.456999999999988	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
173	15.262999999999993	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
174	15.428999999999991	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
175	15.124000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
176	15.374999999999993	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
177	15.473999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
178	15.318999999999996	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
179	15.375999999999994	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
180	15.642999999999995	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
181	15.383	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
182	15.425000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
183	15.490999999999996	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
184	15.583999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
185	15.346999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
186	15.418999999999999	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
187	15.505999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
188	15.435	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
189	15.370000000000003	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
190	15.473000000000004	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
191	15.300000000000006	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
192	15.503999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
193	15.478000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
194	15.514000000000001	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
195	15.493	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
196	15.308000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
197	15.373999999999999	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
198	15.437000000000003	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
199	15.59	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
200	15.515999999999995	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
201	15.362000000000005	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
202	15.599999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
203	15.288000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
204	15.535999999999994	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
205	15.271999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
206	15.541000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
207	15.407999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
208	15.445	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
209	15.574000000000002	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
210	15.39	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
211	15.523999999999996	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
212	15.432999999999995	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
213	15.642999999999999	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
214	15.225999999999999	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
215	15.524	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
216	15.425999999999995	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
217	15.461999999999996	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
218	15.526999999999992	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
219	15.674999999999997	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
220	15.437000000000001	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
221	15.610999999999988	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
222	15.359999999999998	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
223	15.598999999999995	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
224	15.566999999999997	[-0.67564364  0.56367116  0.12171906 -0.45930923]	18.5
225	15.594999999999997	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
226	15.526999999999997	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
227	15.555999999999997	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
228	15.529000000000002	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
229	15.580999999999992	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
230	15.490999999999996	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
231	15.510000000000007	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
232	15.384999999999996	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
233	15.448999999999998	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
234	15.550999999999993	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
235	15.450999999999999	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
236	15.475999999999999	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
237	15.464	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
238	15.519	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
239	15.463	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
240	15.505999999999998	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
241	15.531999999999996	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
242	15.708999999999996	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
243	15.543	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
244	15.393999999999998	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
245	15.606999999999998	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
246	15.590000000000002	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
247	15.567999999999998	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
248	15.675	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
249	15.464999999999996	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
250	15.513999999999996	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
251	15.496999999999998	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
252	15.63	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
253	15.630999999999998	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
254	15.568999999999999	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
255	15.568000000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
256	15.60800000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
257	15.604000000000008	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
258	15.472000000000003	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
259	15.649000000000008	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
260	15.706000000000003	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
261	15.553000000000011	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
262	15.476000000000013	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
263	15.683000000000009	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
264	15.703000000000008	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
265	15.550000000000013	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
266	15.817000000000013	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
267	15.531000000000015	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
268	15.47700000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
269	15.697000000000008	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
270	15.644000000000016	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
271	15.658000000000008	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
272	15.612000000000009	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
273	15.671000000000014	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
274	15.600000000000005	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
275	15.57500000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
276	15.608000000000013	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
277	15.610000000000012	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
278	15.78900000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
279	15.59300000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
280	15.764000000000015	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
281	15.500000000000016	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
282	15.584000000000009	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
283	15.72900000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
284	15.636000000000006	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
285	15.72400000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
286	15.60800000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
287	15.595000000000006	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
288	15.64400000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
289	15.519000000000013	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
290	15.661000000000007	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
291	15.565000000000014	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
292	15.67500000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
293	15.678000000000008	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
294	15.67400000000001	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
295	15.618000000000006	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
296	15.680000000000014	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
297	15.758000000000006	[-0.70115659  0.53937793  0.15938912 -0.43823052]	18.7
298	15.637000000000008	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
299	15.760000000000012	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
300	15.664000000000009	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
301	15.754000000000008	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
302	15.639000000000008	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
303	15.748000000000012	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
304	15.621000000000008	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
305	15.713000000000001	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
306	15.689000000000005	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
307	15.764000000000003	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
308	15.696000000000009	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
309	15.601000000000004	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
310	15.739000000000008	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
311	15.739000000000006	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
312	15.597999999999999	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
313	15.722000000000007	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
314	15.683000000000003	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
315	15.816	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
316	15.792	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
317	15.770000000000003	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
318	15.763000000000002	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
319	15.736999999999997	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
320	15.762000000000002	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
321	15.77	[-0.6806229   0.56147267  0.13254396 -0.45158942]	19.1
